Username,Tweet,Sentimen
bravion3s78,semua wajib pakai masker jangan pernah lepas saat bertemu orang lain dukung pemerintah dalam kebijakan ppkm darurat https ihqcgvpxzd, positif
tempo.co,ppkm darurat pemerintah minta masjid tak gelar salat idul adha berjamaah https zgyau77hn6 temponasional, positif
reqnews official,program ppkm darurat dinilai belum maksimal luhut pandjaitan minta maaf https lub59gtcvk luhutpandjaitan ppkmdaruratberdampakbaik covid19 https 1bcywav1yp, positif
detikcom,luhut binsar pandjaitan meminta maaf kepada seluruh rakyat indonesia jika penanganan ppkm darurat belum optimal luhut berjanji akan terus bekerja keras agar penyebaran covid bisa diturunkan https wbmchs4jdr, positif
gestur mukidi, teddygusnaidi nulis panjang2 tapi nol gak ada yang baru yah sesuai volume otak lah simple aja tidak ada ppkm darurat jika tidak memberikan makan, negatif
tvonenews,pemerintah memberikan bantuan sejumlah daerah demi mengurangi beban masyarakat dari dampak dari ppkm darurat bantuan berupa sembako diberikan kepada masyarakat dengan penghasilan rendah https bfkhwntqxo bansos sembako ppkm ppkmdarurat riau cariberitaditvone https iryyf1feop, netral
kodim 0410/kbl,komandan kodim 0410 kbl kolonel inf romas herlandes https cy8jvxcegq bersama walikota bandar lampung dan kapolresta bandar lampung melakukan peninjauan hari keempat pemberlakuan ppkm darurat kota bandar lampung lampung newspaper edisi juli 2021 https 1plamjrdn1, netral
antara jabar,satgas covid sumedang tindak 468 pelanggar ppkm darurat antara news jawa barat https p6k7k1yo9j, positif
hagusc🌻wilwatikta, jawapos apabila ppkm darurat diperpanjang pemerintah hrs bertanggung jwb terhdp pemenuhan kebutuhan pokok masyarakat tdk boleh bersifat anarkis negara menjamin keadilan sosial kemakmuran amp kesejahteraan bagi seluruh rakyatnya tdk akan rela jika rakyatnya diperlakukan semena2, positif
uit, aldapstsr ppkm darurat diperpanjang sampai ada cinta fitri reborn, netral
#akucahmagetan,pemberlakuan pembatasan kegiatan masyarakat darurat satuan tugas cabut surat rekomendasi hajatan magetan https ckcfjqc65c, negatif
musni umar,ppkm darurat rakyat dicegat dimana mana utk cari nafkah sementara tdk disediakan sembako cukup sembako diberikan pemerintah rp300 000 sangat jauh dari cukup diberbagai daerah sembako dari pemerintah pusat belum diberikan sampai saat ini https heqcjoad7r, negatif
inews.id,evaluasi ppkm darurat luhut penyebaran covid dki jakarta sudah menurun disusul bali https 2mruay3kuq, positif
antara jabar,luhut panjaitan minta maaf karena ppkm darurat belum optimal antara news jawa barat https 02rgdd2o2k, positif
analis_solo tewel _mahatmanto, dennysiregar7 jokowi ppkm darurat tumbuh kembang biak roh baik pada sesama jiwa dermawan sinterklas https dgunnnppmu, netral
momoluphie,hal tersebut disampaikan oleh presiden joko widodo saat memimpin rapat terbatas secara virtual mengenai evaluasi ppkm darurat dari istana merdeka jakarta pada jumat juli 2021, netral
arga,ppkm darurat satgas tegaskan tempat ibadah tidak dibuka untuk berjamaah https drjhemuiuj ppkm pulihkan bangsa, positif
seputar nusantara,pemerintah akan salurkan bansos selama ppkm darurat ppkm pulihkan bangsa https bygqilrqps, positif
anakku, teddygusnaidi beri kebijakan ppkm darurat juga tidak kasih solusi apapun tiba2 rakyat rem cakram pedagang2 pada kucing2 pol tni polisi temptku stiap jam 00wib atas lampu penerangan jalan padamkan pemerintah kenapa perbankan tdk mengenal ppkm masih nagih2, negatif
seputar nusantara,pemerintah akan salurkan bansos selama ppkm darurat ppkm pulihkan bangsa https hu2kzptzuu, positif
momoluphie,presiden jokowi meminta segenap aparat yang bertugas dalam penyekatan dan pengendalian mobilitas masyarakat masa ppkm darurat tidak bersikap keras dan kasar menurutnya para aparat seharusnya bersikap tegas dan santun dalam mengatur masyarakat maupun para pedagang https srw031xyhj, positif
kedaipenacom,ppkm darurat diharapkan diberlakukan seluruh indonesia https dcbqk9xxmf, positif
polsek tirtajaya,kapolsek tirtajaya iptu ruslani pimpin langsung giat ops yustisi penegakan disiplin protokol kesehatan dan ppkm darurat skala mikro wilayah hukum polsek tirtajaya polsek tirtajaya https hwcy9m3q30, positif
arga,mui sumbar keluarkan maklumat tolak aturan ppkm darurat https g3ajcbevwx ppkm pulihkan bangsa, negatif
inews.id,ppkm darurat picu kreativitas guru smp majalengka ubah limbah jadi boneka corona https vhtonuitne, positif
aliansi indonesia,ppkm darurat rasa lockdown jebakan batman buat presiden jokowi urusan sepenting itu harusnya presiden putuskan tolakppkmdarurat tolakppkmdiperpanjang dennysiregar7 adearmando1 pramonoanung, positif
arga,catat ini bantuan pemerintah rakyat saat ppkm darurat https x44xzwm9v9 ppkm pulihkan bangsa, positif
achmad fauzi,baksos dalam rangka ppkm darurat polres cilacap dan polsek jajaran polres cilacap polsek bantarsari polrescilacap poldajateng https s4vkkdt9ta, positif
polsek bantarsari,baksos dalam rangka ppkm darurat polres cilacap dan polsek jajaran polres cilacap polsek bantarsari polrescilacap poldajateng https eyqpvzgjwk, positif
polsek bantarsari,baksos dalam rangka ppkm darurat polres cilacap dan polsek jajaran polres cilacap polsek bantarsari polrescilacap poldajateng https pn3gcql5i1, positif
achmad fauzi,baksos dalam rangka ppkm darurat polres cilacap dan polsek jajaran polres cilacap polsek bantarsari polrescilacap poldajateng https kxruefzka5, positif
elshinta bandung,presiden jokowi meminta mensos amp kabulog mempercepat penyaluran bansos utk membantu masyarakat terdampak ppkm darurat saya minta jgn sampai terlambat baik itu pkh baik itu blt desa baik itu bantuan sosial tunai jgn ada telambat kata presiden https dhv6ga4tej, positif
suaradotcom,pemerintah akan menyalurkan bantuan sosial tambahan untuk masyarakat selama pemberlakuan pembatasan kegiatan masyarakat ppkm darurat sebesar triliun https jrao3qnurl, positif
pemilik mekdi ✨,gua curiga sama pemerintah dia tau bulan july ini cuaca bagus pemandangan gunung indah indahnya lalu ada ppkm darurat hmmmm jangan jangan kabinet pak jokowi pada gantian mendaki, negatif
inews,ppkm darurat picu kreativitas guru smp majalengka ubah limbah jadi boneka corona https 21v30ydoo7, positif
hisni milah,dimaafin nih https wawilq0s7y, netral
1𝔚𝔄𝔑1304🇮🇩🥚🧧, kita amltf bismillah aku cinta indonesia aku patuh prokes masker menjagamu amp saudara mari dukunk ppkm darurat semoga pandemi segera berakhir https sixiswso49, positif
satpol pp jakarta pusat,satpol kecamatan senen kota jakarta pusat membagikan sembako dan mensosialisasikan ppkm darurat kepada pemilik tempat usaha kominfotikjp satpolpp dki https gzv45c8mot, positif
fpks dki jakarta,menurut yani ketegasan ini dibutuhkan masyarakat tanpa pandang bulu https xxbfqt2uai fraksipksdkijakarta dprddkijakarta bersamamelayanirakyat ppkmdarurat https ef42yneclc, positif
nurrahman aji utomo, mazzini gsp pakar usul ppkm darurat diperpanjang sampai penuntasan kasus pelanggaran ham berat, negatif
polsekpasarkliwon,pemberangkatan tim bhabinkamtibmas dan babinsa oleh kapolri panglima tni menkes dalam pelaksanaan distribusi bansos bagi masyarakat area terdampak pemberlakuan ppkm darurat kota surakarta sabtu 2021 poldajateng  polresta solo https xweqnp79z6, positif
inews,evaluasi ppkm darurat luhut penyebaran covid dki jakarta sudah menurun disusul bali https b4v6snu1sk, positif
polsekjetis,kapolres mojokerto kota akbp rofiq ripto himawan beserta pju polres mojokerto kota melaksanakan kegiatan bansos kepada pkl yang terdampak pandemi ppkm darurat wilayah hukum polres mojokerto kota sabtu malam bansos https xcw0wgidmx, positif
she✨, areajulid ppkm darurat madness, negatif
lala🇮🇩,presiden jokowi mengingatkan pada jajarannya agar berhati hati dalam menjawab pertanyaan masyarakat tentang sampai kapan ppkm darurat https 2giwvxdwek, netral
saroeng,ppkm darurat itu artinya ngga boleh kemana mana tapi ada dimana mana salah maap, netral
belum ⃢baik 🐛,pakar usul agar ppkm darurat diperpanjang sampai sinetron ikatan cinta berakhir, netral
kompas ekonomi,luhut kebijakan ppkm darurat bukan pilihan yang mudah bagi pemerintah https 0flyegorza, netral
michiru nishidella ~ the identity v 1st look,jelang hut tvri hut rcti hut sctv dan hut sampoerna 108 kami pastikan lakukan msh ada ppkm darurat ditentukan lockdown tvrinasional officialrcti sctv insidesampoerna hmsampoerna lockdown imbascorona ppkmdarurat covid19 kamilockdown, negatif
henrykus sihaloho,kendali atas ppkm darurat https 8f9xnoezvp berterima ksh kpd redaksi https b1goolpts8 atas pemuatan tulisan ini semoga bpk jokowi berkenan baca amp perhatikan masukan dlm tulisan ini terima kasih doa amp salam ramlirizal teguhtimurcom rmol id indonewsdot id, netral
︎َ,pakar usul ppkm darurat diperpanjang sampai wanna one comeback, netral
pemerintah kabupaten bekasi | #bekasi2xtambahbaik, masyarakat akan mendapatkan bantuan sosial bansos berupa bantuan tunai sembako dan bantuan lainnya selain itu akan ada sanksi bagi para pelanggar protokol kesehatan masa ppkm darurat ini mari warganet perketat protokol kesehatan dengan, positif
kompas.com,pemilik kafe malang jawa timur naikkan harga hingga tiga kali lipat kepada aparat dan pejabat pemerintahan alasannya sebagai bentuk protes https gzcnbarf1a, negatif
kompas.com,pemerintah menerapkan ppkm darurat jawa bali sepanjang juli 2021 guna menekan kasus covid https gz9eh4zqaw, negatif
kompas.com,menurut tito ppkm darurat tidak mengenakkan karena akan membatasi kebebasan masyarakat untuk beraktivitas https 7l6ymhfy3d, negatif
merdeka.com,klaim mobilitas masyarakat menurun luhut harap kasus covid segera melandai luhut menuturkan ada dua indikator yang digunakan pemerintah untuk melakukan relaksasi atau pelonggaran kebijakan ppkm darurat yang berlaku sejak juli 2021 syarat itu https qlfb0ilefa, positif
vnn.co.id,evaluasi ppkm darurat acmad fathoni cairkan insentif nakes libatkan semua elemen bangsa dalam vaksinasi https orpua0itoq, positif
mieldoank, l1zzycrazy kurawa dennysiregar7 huahahahahaaaseemmm untung bukan accept order tadi bisa tersesat ntar gps ngambek kena efek ppkm darurat google update klo ada penyekatan, negatif
maafin kalo gajelas,pemerintah udah minta maaf tentang ppkm darurat yuk kita semua jalani prokes gampang kok https txaaveyqwq, positif
gadget diva id,jelang idul adha 1442 lazada mengajak umat muslim untuk berkurban secara online melalui lazada amanah mengingat saat ini pemerintah sedang menjalankan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat https lxst5kn2x8, positif
penjaga villa,waaah istana terbelah ada yang mau ppkm darurat diperpanjang ada yang minta dihentikan ada yang usul darurat militer keselamatan rakyat kian tak pasti, netral
gerry s, mudasirromini whidy an adearmando1 jokowi kemenkesri kalau waktu ppkm darurat ini masyarakat benar2 disiplin yakin pak jokowi akan perpanjang lagi masalahnya sabar minggu aja pada tidak bisa, positif
yuy✨, airaxyzz soalnya ppkm darurat https igbriiecvs, netral
🈴inginku ➡️トイレで夜寝る,jadi kita harapkan bulan agustus akhir atau paling lambat pertengahan september ucap presiden saat memimpin rapat terbatas melalui konferensi video mengenai evaluasi ppkm darurat dari istana merdeka jakarta pada jumat juli 2021, netral
antara jabar,keputusan perpanjangan ppkm darurat diumumkan hari lagi antara news jawa barat https fhpgqk0kpi, netral
tvrinews, tvrinews pemerintah minta maaf jika ppkm darurat belum optimal luhut ajak masyarakat lawan varian delta https nndltmiunn, positif
jawa pos,ppkm darurat belum optimal luhut saya minta maaf https vpcqowwuyx, negatif
pt. jasamarga,mekanisme penyekatan pada lokasi pengendalian mobilitas jalan tol jasa marga group dalam rangka penerapan ppkm darurat https ets2pannw8, positif
ulama dan bangsa, tempodotco speechless sandiuno naikin imun itu ckp makan dan hilang rasa khawatir gak cari makan ketika ppkm darurat kasih dong rakyat makan spy tenang rumah tolong sampaikan bos sampeyan pak, negatif
pt. jasamarga,lokasi pengendalian mobilitas jalan tol jasa marga group dalam rangka penerapan ppkm darurat https vusfn3d47k, positif
cnn indonesia,bobby ppkm darurat medan bisa diperpanjang hingga agustus https 0ak7deeaeg, netral
inactive on studytweet, pandatemsek gatau aja kak tadi pagi masih ada vaksinasi massal sekitar 6000an manusia eventho astra lagi kosong they vaccinated pake sinovac gue tau kalo batam memberlakukan ppkm darurat kaya jakarta tapi tetap aja banyak kerumanan ramai sekatan jalan juga gaguna, positif
ig: @waspadaonline,ppkm darurat polsek medan baru beri surat teguran kepada pemilik toko https nuwkqhtzld, netral
antara jabar,pemerintah salurkan paket bansos tambahan rp39 triliun saat ppkm darurat antara news jawa barat https 3y9xdppmhe, positif
kopingebul, airaafniamalia oposisicerdas buzzer lagi pusing gara2 ppkm darurat, negatif
polsek ngebel,kapolres ponorogo beserta dandim 0802 dan kadinsos kab ponorogo memberangkatkan pendistribusian bantuan tni polri kepada masyarakat yang terdampak ppkm darurat polsekngebel polresponorogo polricegahcovid19 polriuntukindonesia https cfbsdv4fjw, positif
#akucahmagetan,pemberlakuan pembatasan kegiatan masyarakat darurat semua destinasi wisata magetan tutup sementara https u2ncngzx7h, negatif
δ b i k δ, cnnindonesia ppkm darurat main sekat2an, negatif
dini purwono,presiden jokowi meminta segenap aparat yang bertugas dalam penyekatan dan pengendalian mobilitas masyarakat masa ppkm darurat tidak bersikap keras dan kasar menurutnya para aparat seharusnya bersikap tegas dan santun dalam mengatur masyarakat maupun para pedagang https cl0rnkjnra, positif
smitty werben man jensen, kumparan salut pak sama anda yuk lanjutkan ppkm darurat untuk menghentikan transmisi varian delta tapi jangan lupa bantu rakyat lewat bansos jangan sampe dikorup lagi dan tutup penerbangan internasional terutama dari wilayah2 episentrum varian corona yang baru, positif
pt. jasamarga, wib tol japek karawang barat 200 arah jakarta diberlakukan penyekatan ppkm darurat, positif
antara jabar,pemerintah sadari ppkm darurat berdampak pada rakyat kecil ini solusinya antara news jawa barat https nuqsmiawxj, negatif
pemerintah kabupaten bekasi | #bekasi2xtambahbaik, perwakilan unsur forkopimda dan kepala perangkat daerah terkait mahayu menyampaikan bahwa pemerintah pusat akan memperpanjang ppkm darurat hingga akhir juli yang juga akan berlaku kabupaten bekasi pada masa perpanjangan ppkm darurat ini, negatif
harya aji, salahsambungya ppkm darurat sudah ada pihak mumpung cari untung, negatif
muhammad.rizal.said, kangdede78 jokowi sampai sekarang blom ada pun pejabat ngomong kami akan sumbangkan gaji kami buat bantu rakyat menderita kami sdah cape ppkm darurat inj bang ada gesekan dikit bakal fatal akibatnya klo salah ambil kputusan soal ppkm ini abangku, negatif
pt. jasamarga, wib tol japek jtbening arah cikampek padat dampak ada penanganan kecelakan lajur tengah cikarang barat arah cikampek padat diberlakukan penyekatan ppkm darurat, negatif
binmas res moka,kapolres mojokerto kota akbp rofiq ripto himawan beserta pju polres mojokerto kota melaksanakan kegiatan bansos kepada pkl yang terdampak pandemi ppkm darurat wilayah hukum polres mojokerto kota sabtu malam https wdsxgvvj3t, positif
َ, mazzini gsp ppkm darurat diperpanjang sampai one piece tamat, netral
dika pradana,bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat https rjdnkfstul, positif
mas gandhi,langkah yang tepat dari gerindra untuk menyuarakan kegelisahan rakyat yang saat ini sangat terdampak ppkm darurat ini https jgx2sisixi, positif
afif,paket foto akad pemberkatan selama ppkm darurat akad pemberkatan wedding paketfoto paketfotoakad ppkm weddingjogja akadjogja nrff weddingphoto https lykbp30ovt, netral
kabulslipi,ppkm darurat hal sensitif harus diputuskan dengan jernih jangan sampai keliru tegas jokowi https q8ymbdacxt, netral
d is crying over bw,pakar usul ppkm darurat diperpanjang sampai the society season, netral
pemerintah kabupaten bekasi | #bekasi2xtambahbaik,rapat tersebut membahas mengenai ppkm darurat jawa barat mobilitas masyarakat vaksinasi covid dan program bantuan sosial rapat ini dihadiri oleh plh sekretaris daerah herman hanapi kepala kejaksaan negeri kabupaten bekasi mahayu dian suryandari https baqt27mxk9, positif
panda kurus,ppkm darurat diperpanjang sampe kamu mau balik lagi sama aku, negatif
binmas polda lampung,pada hari sabtu juli 2021 telah diselenggarakan kegiatan bakti sosial dalam rangka ppkm darurat pandemi covid kepada warga masyarakat desa sukajaya lempasing kec teluk pandan kabupaten pesawaran https 8vlzzbv0in, positif
hondarevoclubjakarta,ojol bebas lewati titik penyekatan selama ppkm darurat tanpa menunjukan strp https vwkxfutsjw ppkmdarurat ppkm ojolviral, positif
alan aureleo a., cnnindonesia abis minta maaf buat kebijakan baru dari ppkm darurat jadi ppkm darurat banget selain kata maaf alangkah baiknya memberikan solusi terbaik buat masyarakat program vaksinasi yang harus tekankan terus gimana mau kelarrr, positif
asal jeplak,luhut panjaitan sampaikan maaf karena ppkm darurat belum optimal https nsctclr0ez, negatif
toli toli, null sosiolog kita harus kompak ppkm darurat untuk keselamatan bersama daisy member https nnvg3rqmmt, positif
🏴lanke🏴, nasirltp ppkm darurat militer ppkmdm pelan pelan kita mati dimana makamnya, negatif
d is crying over bw,pakar usul ppkm darurat diperpanjang sampai girls generation come back, netral
kezia karamoy, null evaluasi ppkm darurat wamenkes keterisian tempat tidur mulai stabil dalam https i6ubz3imhn, netral
hmmurahmurahhm,astagfirullah rakyatnya sendiri dipersulit cari makan sehari hari jln ppkm darurat tak diberikan kompensasi bersitegang dgn aparat keamanan kartu vaksin jelas blm punya disyaratkan ppkm darurat https vhm7nabfqn, negatif
gosumbarcom,tuai banyak protes dirlantas ojol boleh lewati penyekatan ppkm darurat https 3ayeufusvv, positif
gosumbarcom,kemnaker terus berupaya bendung phk disaat penerapan ppkm darurat https mefmw5mzjy, positif
radar bengkulu,varian delta terdeteksi kota bengkulu berpotensi naik jadi ppkm darurat https w2f6o0fwzx, negatif
arbes 101 fm padang,viral video pria berdarah darah posko penyekatan ppkm darurat padang https nym5xmymwv, negatif
arset kusnadi,viral video pria berdarah darah posko penyekatan ppkm darurat padang https g2j9c8zvul, negatif
dotsemarang,foto penutupan ruas jalan kauman semarang selama ppkm darurat https yypxiukpav semarang blog, positif
tvrinews, tvrinews varian delta tembus kasus sulsel disarankan ppkm darurat https wnc8w06a2j, negatif
fadli zon (youtube: fadli zon official),sebagai ketua ikatan keluarga minangkabau ikmdpp sore ini hadir sbg narsum dalam webinar dgn tema dampak ppkm darurat bagi umkm non esensial dan bagaimana solusinya https urtig1hc1o, netral
humas polresta bandara soetta,bakti sosial masa ppkm darurat polresta bandara soekarno hatta membagikan beras seberat 5kg sebaanyak 100 karung beras kampung jurumudi perimeter selatan pimpin kapolresta bandara soekarno hatta kombes pol edwin hatorangan hariandja humaspolri bandarasoetta https r1amrbfeso, positif
d is crying over bw,pakar usul ppkm darurat diperpanjang sampai cruel summer jadi single https jy5hayuwsj, netral
idik saeful bahri,jadi ppkm darurat jawa bali dilanjut atau tidaknya masih dibahas berarti kemaren muhadjir bilang lanjut sampe akhir juli itu belum keputusan final bener2 nih komunikasi tingkat menteri acakadut https de8dnmjouz, netral
kabar indonesia,akui ppkm darurat belum maksimal luhut minta maaf amp janji bakal lebih kerja keras lagi https zkbyeqvtxv, positif
gabbylabbymabby,kirain ppkm darurat diperpanjang sampai hunter hunter ada lanjutannya https mfhe9s596l, netral
m u h a m m a d a z h a r, na dirs tapi lain tempat pejabat lain nya bilang hari lagi baru ptskan blm lagi soal ppkm darurat yang trkesan pakskan krn dterapkan tanpa memikirkan rakyt tdk mencari nafkah krn aktfktsnya batasi sad, negatif
m. idris daulat,info perpanjangan ppkm darurat jokowi hal sensitif jangan sampai keliru https boosvhl5ua, netral
pemuda indonesia,info perpanjangan ppkm darurat jokowi hal sensitif jangan sampai keliru https ldlopregir, netral
halo,miris tapi harus terjadi pada saat ppkm darurat ini pedagang dipenjara petugas satpol dicopot kita cuma bisa berharap supaya ppkm kedepannya lebih tertib dan jauh dari kekerasan, negatif
sugiyanto,penjelasan lengkap luhut soal ppkm darurat diperpanjang atau tidak https abvlabboyl via youtube, netral
okezone,evaluasi ppkm darurat wamenkes keterisian tempat tidur mulai stabil lengkapcepatberitanya gayahidup lifestyle kesehatan tipssehat gayahidup https otf7qnlbyd, positif
lingga yudhistira,apa itu ppkm darurat klo mamang tukang sebelah rumahku bisa pulkam mau lebaran haji garut klo teman main gaple bisa plg utk meniqa brebes klo bbrp titik pinggir ibukota ttp semarak adanya mending wislah cukup smp disini saja, negatif
lumajang army 0821,dalam upaya percepatan penanganan covid dimasa ppkm darurat koramil 0821 yosowilangun bersama unsur tiga pilar melaksanakan penyekatan ppkm darurat dusun krajan desa yosowilangun lor sabtu 2021 https s7vrakrb51 https vpubyhxsbw https v272mphkcx, positif
dhy,next ppkm darurat m1llter, negatif
mr.panji,jujur saya sering termakan omongan terkecoh pemerintah bilangnya ppkm darurat jawa bali akan diperpanjang sampai akhir bulan juli lalu bapak luhut selaku penanggungjawab ppkm mengatakan masih harus dikaji amp evaluasi piye iki ppkmdarurat, netral
potensibisnisdotcom,luhut minta maaf janji akan berikan rp39 triliun untuk masyarakat terdampak ppkm darurat https wiwnb6rqih, positif
kev,ppkm darurat belum optimal sepenuhnya salah pemerintah kok https 5pxku6tnht, negatif
#nkri#hargamati,pak jokowi dengar jeritan mereka jangan lanjutkan lagi ppkm darurat kembalikan keselamatan diri tangan masing masing yang tidak mau patuh dan tidak mau jalankan prokes tanggung sendiri resikonya biarkan seleksi alam bekerja karena terlalu banyak yang susah diatur https xakogcjuun, positif
masto.,taruhan yuk duluan mana selesainya corona atau ppkm darurat, netral
polres_mukomuko,dalam pelaksanaan ppkm darurat ini kapolri menyatakan bahwa polri akan membantu memberikan bantuan sosial kepada warga percepatdistribusibansos berbagi disaat pandemi https jomnojxrvu, positif
polres_mukomuko,kapolri menginstruksikan seluruh jajarannya untuk segera mempercepat penyaluran bantuan sosial ppkm darurat kepada masyarakat yang perekonomiannya terdampak akibat pandemi covid percepatdistribusibansos berbagi disaat pandemi https ovvr32iksv, positif
wahyuana sastrowardoyo,gunadi sadikin masih muncul sebagai menkes dalam konpers ppkm darurat padahal solusi nya mengatasi pandemi dengan program vaksin berbayar telah ditolak presiden dan masyarakat apa engga malu katanya profesional, netral
tni ad,dandim 1628 dan kapolres sumbawa barat pimpin pelaksanaan ppkm darurat imbangan tniadmengabdidanmembangunbersamarakyat https adxxkhb19u, positif
bentang imaji,presiden jokowi menginstruksikan jajarannya untuk mempercepat penyaluran bantuan sosial dan obat gratis kpd masyarakat pada pekan ini bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat https tzwwu4c7qo, positif
kenzu, brinomilanista chusnulch   jokowi sdh cape ikutin dari psbb ppkm darurat, negatif
beritabaru.co,luhut minta maaf karena ppkm darurat belum optimal https 7gddg9f42n nasional https rngqp3vltw, positif
sektor bantaran, covid 19 bansos indonesia presiden indonesia joko widodo jokowi menginstruksikan kepada jajaran tni polri untuk segera menyalurkan bantuan sosial bansos ppkm darurat polripresisi polripeduli probolinggo polripresisi jatimbangkit polisi indonesia humaspoldajatim https oxtwbmgzlz, positif
isu bogor,mengaku penanganan ppkm darurat belum maksimal opung luhut minta maaf ppkmdarurat https afewx7bnhi, positif
ibnu purna,emrus menyarankan presiden joko widodo jokowi reshuffle sejumlah menteri yang menangani covid karena dinilai gagal apa ada manfaatnya bolak balik resafel kabinet menteri baru perlu waktu bekerja pdhl kondisinya sudah ppkm darurat https ucmn27wxjv, negatif
nada,kebijakan ppkm darurat hanya menyelamatkan kita dari bahaya virus bukan dari rasa lapar apalagi rasa rindu salahlangkahppkmdarurat, negatif
teddy gusnaidi,mudah sekali melihat knp penerapan ppkm darurat ini gagal karena aturannya multitafsir misalnya jalan ditutup disaat org boleh menjalani proses ekonomi juga tdk ada ketegasan dlm kedaruratan takut akan tekanan opini publik pdhl ini keadaan darurat persetan dgn opini publik, positif
jagung mniez, kinderrry loh masi ada vaksinasi massal pdhaal batam ppkm darurat loh kok masi ada soalny beberapa puskesmas tau lgi kosong vaksin bahkan vaksinasi kedua diresched, negatif
ℕ𝕘𝕒𝕤𝕒𝕝, kumparan bapak mau menanggung biaya hidup para pekerja serabutan dan pkl umkm seluruh indonesia terkena ppkm darurat, positif
#nkri,https lip5wcecat menteri dalam negeri mendagri tito karnavian mengatakan pemberlakuan pembatasan kegiatan masyarakat darurat atau ppkm darurat tidak enak, positif
ivan, alextham878 jokowi mohmahfudmd entah berapa juta warga menderita karena bekerja mall dan selama ini tidak menciptakan kluster karena menjalankan prokes ketat setelah mall tutup pastinya tidak mendapatkan uang harian dan hanya berharap kepada gaji pokok sepertinya dipotong karena ppkm darurat, negatif
choirie, anjasmara ferry sepakat bang ppkm darurat sebaiknya jangan diperpanjang hanya dengan protkes ketat dan jaga diri masing2 solusinya semoga indonesia baik baik saja amin, positif
bianca🧸, pakar usul ppkm darurat diperpanjang sampai haon update https dpt92scrzh, netral
tuty herawati,penyekatan ppkm darurat mampang prapatan mulai ditutup pukul wib hingga wib hanya nakes ambulans dan kendaraan untuk kepentingan darurat yang boleh lewat, positif
pemerintah kabupaten bekasi | #bekasi2xtambahbaik,pemerintah kabupaten bekasi ikuti rapat evaluasi pemberlakuan pembatasan kegiatan masyarakat ppkm darurat pada sabtu yang dipimpin langsung oleh gubernur jawa barat ridwan kamil secara virtual bertempat gedung command center diskominfosantik cikarang pusat https f4f5mihchj, positif
republika.co.id,pemerintah sadar ppkm darurat berdampak terhadap ekonomi rakyat kecil https omtuniju9w, negatif
noval assegaf,sebelum putuskan kebijakan tolong pak jokowi info pak kasihan beliau bingung luhut sebut ppkm darurat beri harapan lantaran mobilitas masyarakat turun https i1zcd2qokc, negatif
wisma berita,luhut panjaitan sampaikan maaf karena ppkm darurat belum optimal https s3n8p0brac, positif
hendro ws, sunelsa   sekretarisnyaal paluraaa ttuwuh ppkm darurat https 2hnymsbrgu, netral
antaranews.com,polisi patroli tempat wisata untuk memantau penerapan ppkm darurat https ntk0mf7ueb, positif
suaradotcom,pemilik kafe atitud coffee kota malang jawa timur melakukan aksi protes penerapan ppkm darurat dengan menaikan harga kopinya kali lipat khusus untuk aparat dan asn https lkdrvmaqa1, positif
the shine of java,suasana ppkm darurat klaten https gxum770txm, netral
mieldoank, kezia09 kurawa lebih bahaya perut laper bandingkan covid minimal kita sudah bisa menganalisa bbrp demo efek ppkm darurat kasihan pegawai harian informal pedagang kecil sudah mulai menjerit, negatif
mahasiswa mythical glory,pakar usul ppkm darurat salahlangkahppkmdarurat ppkmdarurat https qvkvnr3k5z, negatif
#babylonzoo,pemerintah masih melakukan evaluasi terkait keputusan untuk memperpanjang atau tidak keputusan perpanjangan ppkm darurat diumumkan hari lagi kok muhadjir effendy sebut ppkm darurat diperpanjang hingga akhir juli knapa dgn pak menteri ini dah gitu darurat militer pula https cjdtjtemjr, positif
bayi beruang, areajulid ppkm darurat world end, negatif
rakyat merdeka,bks pastikan layanan logistik lancar selama ppkm darurat menteri perhubungan menhub budi karya sumadi memastikan angkutan barang logistik tetap berjalan lancar tengah https wc1hreybpr https ffyw6gcplh, positif
mediapelangi,bantu warga tengah ppkm darurat gede purnawan sebar ratusan paket sembako https exummevijh, positif
solopos.com,ppkm darurat diperpajang atau tidak akan diumumkan hari lagi https hzuxv41rwt https m4gqrrgsiz, netral
wandi_maldini, kumparan seberapa pun ketat penyekatan dilakukan bakal bisa menghentikan aktivitas rakyat demi memenuhi kebutuhan perut mereka kecuali pemerintah bisa menjamin kebutuhan hidup rakyat selama ppkm darurat, negatif
ig:sigitharyoseno,menteri menteri terkait rapat secara virtual tentang ppkm darurat ada pak luhut sri mul risma dll nungguin adegan risma tiba tiba marah marah sesama menteri oooh ternyata gak ada, netral
humas polres magelang,polres magelang peduli masyarakat polres magelang luncurkan 500 paket bantuan sembako kepada masyarakat terdampak ppkm darurat wilayah kab magelang polripresisi polriuntukindonesia vaks ncovid19 ppkmdaruratjawabali https lwmfguxjbt, positif
ajengcute16,pak jokowi ingat sumpah anda pak saat diangkat jadi presiden pengamat anggap ppkm darurat cara pemerintah hindari tanggung jawab https amfbobx9cr, positif
